CREATE TABLE
INSERT 0 1
CREATE TABLE
DO
sampled_at,active_sessions,lock_waiters,blocked_sessions,ungranted_locks,lock_wait_events,waiting_queries
2026-09-07 15:02:17.714989+00,0,0,0,0,,
2026-09-07 15:02:17.817458+00,0,0,0,0,,
2026-09-07 15:02:17.919735+00,0,0,0,0,,
2026-09-07 15:02:18.022124+00,0,0,0,0,,
2026-09-07 15:02:18.124404+00,0,0,0,0,,
2026-09-07 15:02:18.22671+00,0,0,0,0,,
2026-09-07 15:02:18.328986+00,0,0,0,0,,
2026-09-07 15:02:18.430296+00,0,0,0,0,,
2026-09-07 15:02:18.532713+00,0,0,0,0,,
2026-09-07 15:02:18.634194+00,0,0,0,0,,
2026-09-07 15:02:18.735531+00,0,0,0,0,,
2026-09-07 15:02:18.837878+00,0,0,0,0,,
2026-09-07 15:02:18.940226+00,0,0,0,0,,
2026-09-07 15:02:19.042517+00,0,0,0,0,,
2026-09-07 15:02:19.144805+00,0,0,0,0,,
2026-09-07 15:02:19.247205+00,0,0,0,0,,
2026-09-07 15:02:19.349666+00,0,0,0,0,,
2026-09-07 15:02:19.450945+00,0,0,0,0,,
2026-09-07 15:02:19.553188+00,0,0,0,0,,
2026-09-07 15:02:19.655568+00,0,0,0,0,,
2026-09-07 15:02:19.757891+00,0,0,0,0,,
2026-09-07 15:02:19.860199+00,0,0,0,0,,
2026-09-07 15:02:19.962486+00,0,0,0,0,,
2026-09-07 15:02:20.064813+00,0,0,0,0,,
2026-09-07 15:02:20.1672+00,0,0,0,0,,
2026-09-07 15:02:20.269667+00,0,0,0,0,,
2026-09-07 15:02:20.371403+00,0,0,0,0,,
2026-09-07 15:02:20.473829+00,0,0,0,0,,
2026-09-07 15:02:20.576293+00,0,0,0,0,,
2026-09-07 15:02:20.678617+00,0,0,0,0,,
2026-09-07 15:02:20.781182+00,0,0,0,0,,
2026-09-07 15:02:20.883638+00,0,0,0,0,,
2026-09-07 15:02:20.985959+00,0,0,0,0,,
2026-09-07 15:02:21.088273+00,0,0,0,0,,
2026-09-07 15:02:21.190564+00,0,0,0,0,,
2026-09-07 15:02:21.29287+00,0,0,0,0,,
2026-09-07 15:02:21.395171+00,0,0,0,0,,
2026-09-07 15:02:21.497467+00,0,0,0,0,,
2026-09-07 15:02:21.599821+00,0,0,0,0,,
2026-09-07 15:02:21.701124+00,4,3,3,3,Lock:transactionid | Lock:tuple,"SELECT inventories.sale_item_id, inventories.total_quantity, inventories.available_quantity, inventories.held_quantity, inventories.sold_quantity, inventories.updated_at  FROM inventories  WHERE inventories.sale_item_id IN ($1::UUID) ORDER "
2026-09-07 15:02:21.803701+00,1,1,1,1,Lock:transactionid,"SELECT inventories.sale_item_id, inventories.total_quantity, inventories.available_quantity, inventories.held_quantity, inventories.sold_quantity, inventories.updated_at  FROM inventories  WHERE inventories.sale_item_id IN ($1::UUID) ORDER "
2026-09-07 15:02:21.906237+00,2,1,1,2,Lock:transactionid,"SELECT inventories.sale_item_id, inventories.total_quantity, inventories.available_quantity, inventories.held_quantity, inventories.sold_quantity, inventories.updated_at  FROM inventories  WHERE inventories.sale_item_id IN ($1::UUID) ORDER "
2026-09-07 15:02:22.008701+00,0,0,0,0,,
2026-09-07 15:02:22.111053+00,0,0,0,0,,
2026-09-07 15:02:22.213353+00,0,0,0,0,,
2026-09-07 15:02:22.315727+00,0,0,0,0,,
2026-09-07 15:02:22.417988+00,0,0,0,0,,
2026-09-07 15:02:22.520131+00,3,2,2,2,Lock:transactionid | Lock:tuple,"SELECT inventories.sale_item_id, inventories.total_quantity, inventories.available_quantity, inventories.held_quantity, inventories.sold_quantity, inventories.updated_at  FROM inventories  WHERE inventories.sale_item_id IN ($1::UUID) ORDER "
2026-09-07 15:02:22.622679+00,1,1,1,1,Lock:transactionid,"SELECT inventories.sale_item_id, inventories.total_quantity, inventories.available_quantity, inventories.held_quantity, inventories.sold_quantity, inventories.updated_at  FROM inventories  WHERE inventories.sale_item_id IN ($1::UUID) ORDER "
2026-09-07 15:02:22.725358+00,0,0,0,0,,
2026-09-07 15:02:22.827708+00,0,0,0,0,,
2026-09-07 15:02:22.929953+00,0,0,0,0,,
2026-09-07 15:02:23.032295+00,0,0,0,0,,
2026-09-07 15:02:23.134548+00,0,0,0,0,,
2026-09-07 15:02:23.237043+00,0,0,0,0,,
2026-09-07 15:02:23.339792+00,0,0,0,0,,
2026-09-07 15:02:23.44269+00,0,0,0,0,,
2026-09-07 15:02:23.545145+00,0,0,0,0,,
2026-09-07 15:02:23.647913+00,0,0,0,0,,
2026-09-07 15:02:23.750265+00,0,0,0,0,,
2026-09-07 15:02:23.852559+00,0,0,0,0,,
2026-09-07 15:02:23.95385+00,0,0,0,0,,
2026-09-07 15:02:24.056158+00,0,0,0,0,,
2026-09-07 15:02:24.158437+00,0,0,0,0,,
2026-09-07 15:02:24.26076+00,0,0,0,0,,
2026-09-07 15:02:24.36325+00,0,0,0,0,,
2026-09-07 15:02:24.465659+00,0,0,0,0,,
2026-09-07 15:02:24.567983+00,0,0,0,0,,
2026-09-07 15:02:24.670251+00,0,0,0,0,,
2026-09-07 15:02:24.772515+00,0,0,0,0,,
2026-09-07 15:02:24.873829+00,0,0,0,0,,
2026-09-07 15:02:24.97612+00,0,0,0,0,,
2026-09-07 15:02:25.078432+00,0,0,0,0,,
2026-09-07 15:02:25.180884+00,0,0,0,0,,
2026-09-07 15:02:25.283219+00,0,0,0,0,,
2026-09-07 15:02:25.385539+00,0,0,0,0,,
2026-09-07 15:02:25.487897+00,0,0,0,0,,
2026-09-07 15:02:25.590147+00,0,0,0,0,,
2026-09-07 15:02:25.692423+00,0,0,0,0,,
2026-09-07 15:02:25.793951+00,0,0,0,0,,
2026-09-07 15:02:25.896306+00,0,0,0,0,,
2026-09-07 15:02:25.997734+00,0,0,0,0,,
2026-09-07 15:02:26.10001+00,0,0,0,0,,
2026-09-07 15:02:26.202273+00,0,0,0,0,,
2026-09-07 15:02:26.304569+00,0,0,0,0,,
2026-09-07 15:02:26.406851+00,0,0,0,0,,
2026-09-07 15:02:26.509137+00,0,0,0,0,,
2026-09-07 15:02:26.61155+00,0,0,0,0,,
2026-09-07 15:02:26.71395+00,0,0,0,0,,
2026-09-07 15:02:26.816232+00,0,0,0,0,,
2026-09-07 15:02:26.918602+00,0,0,0,0,,
2026-09-07 15:02:27.02083+00,0,0,0,0,,
2026-09-07 15:02:27.123172+00,0,0,0,0,,
2026-09-07 15:02:27.225503+00,0,0,0,0,,
2026-09-07 15:02:27.327887+00,0,0,0,0,,
2026-09-07 15:02:27.430283+00,0,0,0,0,,
2026-09-07 15:02:27.532603+00,0,0,0,0,,
2026-09-07 15:02:27.634895+00,0,0,0,0,,
2026-09-07 15:02:27.737193+00,0,0,0,0,,
2026-09-07 15:02:27.839626+00,0,0,0,0,,
2026-09-07 15:02:27.941985+00,0,0,0,0,,
2026-09-07 15:02:28.044252+00,0,0,0,0,,
2026-09-07 15:02:28.146521+00,0,0,0,0,,
2026-09-07 15:02:28.248861+00,0,0,0,0,,
2026-09-07 15:02:28.351294+00,0,0,0,0,,
2026-09-07 15:02:28.453636+00,0,0,0,0,,
2026-09-07 15:02:28.555922+00,0,0,0,0,,
2026-09-07 15:02:28.658211+00,0,0,0,0,,
2026-09-07 15:02:28.760612+00,0,0,0,0,,
2026-09-07 15:02:28.862935+00,0,0,0,0,,
2026-09-07 15:02:28.965217+00,0,0,0,0,,
2026-09-07 15:02:29.067618+00,0,0,0,0,,
2026-09-07 15:02:29.169935+00,0,0,0,0,,
2026-09-07 15:02:29.272259+00,0,0,0,0,,
2026-09-07 15:02:29.374549+00,0,0,0,0,,
2026-09-07 15:02:29.476892+00,0,0,0,0,,
2026-09-07 15:02:29.579328+00,0,0,0,0,,
2026-09-07 15:02:29.681799+00,0,0,0,0,,
2026-09-07 15:02:29.784127+00,0,0,0,0,,
2026-09-07 15:02:29.886403+00,0,0,0,0,,
2026-09-07 15:02:29.988905+00,0,0,0,0,,
2026-09-07 15:02:30.091477+00,0,0,0,0,,
2026-09-07 15:02:30.193782+00,0,0,0,0,,
2026-09-07 15:02:30.29616+00,0,0,0,0,,
2026-09-07 15:02:30.398494+00,0,0,0,0,,
2026-09-07 15:02:30.500906+00,0,0,0,0,,
2026-09-07 15:02:30.603307+00,0,0,0,0,,
2026-09-07 15:02:30.705822+00,0,0,0,0,,
2026-09-07 15:02:30.808147+00,0,0,0,0,,
2026-09-07 15:02:30.910396+00,0,0,0,0,,
2026-09-07 15:02:31.012902+00,0,0,0,0,,
2026-09-07 15:02:31.115247+00,0,0,0,0,,
2026-09-07 15:02:31.217771+00,0,0,0,0,,
2026-09-07 15:02:31.320099+00,0,0,0,0,,
2026-09-07 15:02:31.422447+00,0,0,0,0,,
2026-09-07 15:02:31.524842+00,0,0,0,0,,
2026-09-07 15:02:31.62733+00,0,0,0,0,,
2026-09-07 15:02:31.729673+00,0,0,0,0,,
2026-09-07 15:02:31.83209+00,0,0,0,0,,
2026-09-07 15:02:31.934597+00,0,0,0,0,,
2026-09-07 15:02:32.037136+00,0,0,0,0,,
2026-09-07 15:02:32.139507+00,0,0,0,0,,
2026-09-07 15:02:32.241976+00,0,0,0,0,,
2026-09-07 15:02:32.344305+00,0,0,0,0,,
2026-09-07 15:02:32.446558+00,0,0,0,0,,
2026-09-07 15:02:32.548895+00,0,0,0,0,,
2026-09-07 15:02:32.65127+00,0,0,0,0,,
2026-09-07 15:02:32.752629+00,0,0,0,0,,
2026-09-07 15:02:32.854895+00,0,0,0,0,,
2026-09-07 15:02:32.957591+00,0,0,0,0,,
2026-09-07 15:02:33.059984+00,0,0,0,0,,
2026-09-07 15:02:33.162276+00,0,0,0,0,,
2026-09-07 15:02:33.264774+00,0,0,0,0,,
2026-09-07 15:02:33.367175+00,0,0,0,0,,
2026-09-07 15:02:33.469578+00,0,0,0,0,,
2026-09-07 15:02:33.571841+00,0,0,0,0,,
2026-09-07 15:02:33.673123+00,0,0,0,0,,
2026-09-07 15:02:33.7755+00,0,0,0,0,,
2026-09-07 15:02:33.877884+00,0,0,0,0,,
2026-09-07 15:02:33.979134+00,0,0,0,0,,
2026-09-07 15:02:34.081539+00,0,0,0,0,,
2026-09-07 15:02:34.183805+00,0,0,0,0,,
2026-09-07 15:02:34.286144+00,0,0,0,0,,
2026-09-07 15:02:34.388797+00,0,0,0,0,,
2026-09-07 15:02:34.490156+00,0,0,0,0,,
2026-09-07 15:02:34.592452+00,0,0,0,0,,
2026-09-07 15:02:34.694777+00,0,0,0,0,,
2026-09-07 15:02:34.797178+00,0,0,0,0,,
2026-09-07 15:02:34.899538+00,0,0,0,0,,
2026-09-07 15:02:35.00179+00,0,0,0,0,,
2026-09-07 15:02:35.104136+00,0,0,0,0,,
2026-09-07 15:02:35.206479+00,0,0,0,0,,
2026-09-07 15:02:35.308808+00,0,0,0,0,,
2026-09-07 15:02:35.411155+00,0,0,0,0,,
2026-09-07 15:02:35.513548+00,0,0,0,0,,
2026-09-07 15:02:35.615914+00,0,0,0,0,,
2026-09-07 15:02:35.717286+00,0,0,0,0,,
2026-09-07 15:02:35.819663+00,0,0,0,0,,
2026-09-07 15:02:35.921868+00,0,0,0,0,,
2026-09-07 15:02:36.024154+00,0,0,0,0,,
2026-09-07 15:02:36.126443+00,0,0,0,0,,
2026-09-07 15:02:36.228719+00,0,0,0,0,,
2026-09-07 15:02:36.331081+00,0,0,0,0,,
2026-09-07 15:02:36.433516+00,0,0,0,0,,
2026-09-07 15:02:36.535839+00,0,0,0,0,,
2026-09-07 15:02:36.638149+00,0,0,0,0,,
2026-09-07 15:02:36.740485+00,0,0,0,0,,
2026-09-07 15:02:36.842811+00,0,0,0,0,,
2026-09-07 15:02:36.945097+00,0,0,0,0,,
2026-09-07 15:02:37.047615+00,0,0,0,0,,
2026-09-07 15:02:37.150003+00,0,0,0,0,,
2026-09-07 15:02:37.252352+00,0,0,0,0,,
2026-09-07 15:02:37.354655+00,0,0,0,0,,
2026-09-07 15:02:37.456911+00,0,0,0,0,,
2026-09-07 15:02:37.559067+00,0,0,0,0,,
2026-09-07 15:02:37.661365+00,0,0,0,0,,
2026-09-07 15:02:37.763724+00,0,0,0,0,,
2026-09-07 15:02:37.866163+00,0,0,0,0,,
2026-09-07 15:02:37.96855+00,0,0,0,0,,
2026-09-07 15:02:38.07086+00,0,0,0,0,,
2026-09-07 15:02:38.173376+00,0,0,0,0,,
2026-09-07 15:02:38.275814+00,0,0,0,0,,
2026-09-07 15:02:38.378184+00,0,0,0,0,,
2026-09-07 15:02:38.480631+00,0,0,0,0,,
2026-09-07 15:02:38.582917+00,0,0,0,0,,
2026-09-07 15:02:38.685237+00,0,0,0,0,,
2026-09-07 15:02:38.787591+00,0,0,0,0,,
2026-09-07 15:02:38.889948+00,0,0,0,0,,
2026-09-07 15:02:38.992261+00,0,0,0,0,,
2026-09-07 15:02:39.094521+00,0,0,0,0,,
2026-09-07 15:02:39.196844+00,0,0,0,0,,
2026-09-07 15:02:39.299145+00,0,0,0,0,,
2026-09-07 15:02:39.401482+00,0,0,0,0,,
2026-09-07 15:02:39.503761+00,0,0,0,0,,
2026-09-07 15:02:39.606089+00,0,0,0,0,,
2026-09-07 15:02:39.708423+00,0,0,0,0,,
2026-09-07 15:02:39.810718+00,0,0,0,0,,
2026-09-07 15:02:39.913081+00,0,0,0,0,,
2026-09-07 15:02:40.015387+00,0,0,0,0,,
2026-09-07 15:02:40.117654+00,0,0,0,0,,
2026-09-07 15:02:40.218911+00,0,0,0,0,,
2026-09-07 15:02:40.321213+00,0,0,0,0,,
2026-09-07 15:02:40.423554+00,0,0,0,0,,
2026-09-07 15:02:40.52606+00,0,0,0,0,,
2026-09-07 15:02:40.628501+00,0,0,0,0,,
2026-09-07 15:02:40.730786+00,0,0,0,0,,
2026-09-07 15:02:40.833102+00,0,0,0,0,,
2026-09-07 15:02:40.935389+00,0,0,0,0,,
2026-09-07 15:02:41.03764+00,0,0,0,0,,
2026-09-07 15:02:41.140112+00,0,0,0,0,,
2026-09-07 15:02:41.24261+00,0,0,0,0,,
2026-09-07 15:02:41.344854+00,0,0,0,0,,
2026-09-07 15:02:41.447106+00,0,0,0,0,,
2026-09-07 15:02:41.549433+00,0,0,0,0,,
2026-09-07 15:02:41.650682+00,0,0,0,0,,
2026-09-07 15:02:41.752967+00,0,0,0,0,,
2026-09-07 15:02:41.855267+00,0,0,0,0,,
2026-09-07 15:02:41.957586+00,0,0,0,0,,
2026-09-07 15:02:42.059824+00,0,0,0,0,,
2026-09-07 15:02:42.162093+00,0,0,0,0,,
2026-09-07 15:02:42.264521+00,0,0,0,0,,
2026-09-07 15:02:42.366858+00,0,0,0,0,,
2026-09-07 15:02:42.469139+00,0,0,0,0,,
2026-09-07 15:02:42.571375+00,0,0,0,0,,
2026-09-07 15:02:42.673719+00,0,0,0,0,,
2026-09-07 15:02:42.776041+00,0,0,0,0,,
2026-09-07 15:02:42.878498+00,0,0,0,0,,
2026-09-07 15:02:42.980991+00,0,0,0,0,,
2026-09-07 15:02:43.083365+00,0,0,0,0,,
2026-09-07 15:02:43.185763+00,0,0,0,0,,
2026-09-07 15:02:43.288169+00,0,0,0,0,,
2026-09-07 15:02:43.390709+00,0,0,0,0,,
2026-09-07 15:02:43.493047+00,0,0,0,0,,
2026-09-07 15:02:43.595301+00,0,0,0,0,,
2026-09-07 15:02:43.697566+00,0,0,0,0,,
2026-09-07 15:02:43.799833+00,0,0,0,0,,
2026-09-07 15:02:43.902175+00,0,0,0,0,,
2026-09-07 15:02:44.004469+00,0,0,0,0,,
2026-09-07 15:02:44.106774+00,0,0,0,0,,
2026-09-07 15:02:44.209223+00,0,0,0,0,,
2026-09-07 15:02:44.311956+00,0,0,0,0,,
2026-09-07 15:02:44.414369+00,0,0,0,0,,
2026-09-07 15:02:44.516883+00,0,0,0,0,,
2026-09-07 15:02:44.619169+00,0,0,0,0,,
2026-09-07 15:02:44.721406+00,0,0,0,0,,
2026-09-07 15:02:44.823679+00,0,0,0,0,,
2026-09-07 15:02:44.92611+00,0,0,0,0,,
2026-09-07 15:02:45.028558+00,0,0,0,0,,
2026-09-07 15:02:45.1309+00,0,0,0,0,,
2026-09-07 15:02:45.233198+00,0,0,0,0,,
2026-09-07 15:02:45.335498+00,0,0,0,0,,
2026-09-07 15:02:45.437821+00,0,0,0,0,,
2026-09-07 15:02:45.540189+00,0,0,0,0,,
2026-09-07 15:02:45.642522+00,0,0,0,0,,
2026-09-07 15:02:45.744788+00,0,0,0,0,,
2026-09-07 15:02:45.847138+00,0,0,0,0,,
2026-09-07 15:02:45.949548+00,0,0,0,0,,
2026-09-07 15:02:46.051905+00,0,0,0,0,,
2026-09-07 15:02:46.154243+00,0,0,0,0,,
2026-09-07 15:02:46.256566+00,0,0,0,0,,
2026-09-07 15:02:46.358896+00,0,0,0,0,,
2026-09-07 15:02:46.460358+00,0,0,0,0,,
2026-09-07 15:02:46.562738+00,0,0,0,0,,
2026-09-07 15:02:46.665013+00,0,0,0,0,,
2026-09-07 15:02:46.767284+00,0,0,0,0,,
2026-09-07 15:02:46.869829+00,0,0,0,0,,
2026-09-07 15:02:46.972197+00,0,0,0,0,,
2026-09-07 15:02:47.074589+00,0,0,0,0,,
2026-09-07 15:02:47.176884+00,0,0,0,0,,
2026-09-07 15:02:47.279234+00,0,0,0,0,,
2026-09-07 15:02:47.381526+00,0,0,0,0,,
2026-09-07 15:02:47.48378+00,0,0,0,0,,
2026-09-07 15:02:47.586226+00,0,0,0,0,,
2026-09-07 15:02:47.688524+00,0,0,0,0,,
2026-09-07 15:02:47.790898+00,0,0,0,0,,
2026-09-07 15:02:47.893225+00,0,0,0,0,,
2026-09-07 15:02:47.995477+00,0,0,0,0,,
2026-09-07 15:02:48.097762+00,0,0,0,0,,
2026-09-07 15:02:48.200089+00,0,0,0,0,,
2026-09-07 15:02:48.302461+00,0,0,0,0,,
2026-09-07 15:02:48.404905+00,0,0,0,0,,
2026-09-07 15:02:48.507322+00,0,0,0,0,,
2026-09-07 15:02:48.609655+00,0,0,0,0,,
2026-09-07 15:02:48.711922+00,0,0,0,0,,
2026-09-07 15:02:48.814422+00,0,0,0,0,,
2026-09-07 15:02:48.916899+00,0,0,0,0,,
2026-09-07 15:02:49.019273+00,0,0,0,0,,
2026-09-07 15:02:49.121496+00,0,0,0,0,,
2026-09-07 15:02:49.223796+00,0,0,0,0,,
2026-09-07 15:02:49.326198+00,0,0,0,0,,
2026-09-07 15:02:49.428508+00,0,0,0,0,,
2026-09-07 15:02:49.530864+00,0,0,0,0,,
2026-09-07 15:02:49.633251+00,0,0,0,0,,
2026-09-07 15:02:49.735523+00,0,0,0,0,,
2026-09-07 15:02:49.837813+00,0,0,0,0,,
2026-09-07 15:02:49.940129+00,0,0,0,0,,
2026-09-07 15:02:50.042435+00,0,0,0,0,,
2026-09-07 15:02:50.144821+00,0,0,0,0,,
2026-09-07 15:02:50.247093+00,0,0,0,0,,
2026-09-07 15:02:50.349401+00,0,0,0,0,,
2026-09-07 15:02:50.451745+00,0,0,0,0,,
2026-09-07 15:02:50.554253+00,0,0,0,0,,
2026-09-07 15:02:50.656691+00,0,0,0,0,,
2026-09-07 15:02:50.75893+00,0,0,0,0,,
2026-09-07 15:02:50.861184+00,0,0,0,0,,
2026-09-07 15:02:50.963487+00,0,0,0,0,,
2026-09-07 15:02:51.065889+00,0,0,0,0,,
2026-09-07 15:02:51.168441+00,0,0,0,0,,
2026-09-07 15:02:51.270885+00,0,0,0,0,,
2026-09-07 15:02:51.373181+00,0,0,0,0,,
2026-09-07 15:02:51.475436+00,0,0,0,0,,
2026-09-07 15:02:51.577715+00,1,1,1,1,Lock:transactionid,"SELECT inventories.sale_item_id, inventories.total_quantity, inventories.available_quantity, inventories.held_quantity, inventories.sold_quantity, inventories.updated_at  FROM inventories  WHERE inventories.sale_item_id IN ($1::UUID) ORDER "
2026-09-07 15:02:51.680285+00,3,3,3,3,Lock:transactionid | Lock:tuple,"SELECT inventories.sale_item_id, inventories.total_quantity, inventories.available_quantity, inventories.held_quantity, inventories.sold_quantity, inventories.updated_at  FROM inventories  WHERE inventories.sale_item_id IN ($1::UUID) ORDER "
2026-09-07 15:02:51.782733+00,0,0,0,0,,
2026-09-07 15:02:51.885033+00,0,0,0,0,,
2026-09-07 15:02:51.987312+00,0,0,0,0,,
2026-09-07 15:02:52.089687+00,0,0,0,0,,
2026-09-07 15:02:52.191063+00,0,0,0,0,,
2026-09-07 15:02:52.293378+00,0,0,0,0,,
2026-09-07 15:02:52.395699+00,0,0,0,0,,
2026-09-07 15:02:52.497023+00,0,0,0,0,,
2026-09-07 15:02:52.599327+00,0,0,0,0,,
2026-09-07 15:02:52.701797+00,0,0,0,0,,
2026-09-07 15:02:52.803043+00,0,0,0,0,,
2026-09-07 15:02:52.905335+00,0,0,0,0,,
2026-09-07 15:02:53.007609+00,0,0,0,0,,
2026-09-07 15:02:53.110079+00,0,0,0,0,,
2026-09-07 15:02:53.212503+00,0,0,0,0,,
2026-09-07 15:02:53.314885+00,0,0,0,0,,
2026-09-07 15:02:53.417176+00,0,0,0,0,,
2026-09-07 15:02:53.518489+00,0,0,0,0,,
2026-09-07 15:02:53.620787+00,0,0,0,0,,
2026-09-07 15:02:53.723049+00,0,0,0,0,,
2026-09-07 15:02:53.825306+00,0,0,0,0,,
2026-09-07 15:02:53.927632+00,0,0,0,0,,
2026-09-07 15:02:54.029983+00,0,0,0,0,,
2026-09-07 15:02:54.132359+00,0,0,0,0,,
2026-09-07 15:02:54.234872+00,0,0,0,0,,
2026-09-07 15:02:54.337576+00,0,0,0,0,,
2026-09-07 15:02:54.439116+00,0,0,0,0,,
2026-09-07 15:02:54.541362+00,0,0,0,0,,
